,ABE,ABI,ABQ,ABR,ABY,ACK,ACT,ACV,ACY,ADK,ADQ,AEX,AGS,AIA,AKN,ALB,ALO,ALS,ALW,AMA,ANC,AOO,APN,ART,ASE,ATL,ATW,ATY,AUG,AUS,AVL,AVP,AZA,AZO,BDL,BET,BFD,BFF,BFL,BFM,BGM,BGR,BHB,BHM,BIL,BIS,BJI,BKG,BKW,BLI,BLV,BMI,BNA,BOI,BOS,BPT,BQK,BQN,BRD,BRO,BRW,BTM,BTR,BTV,BUF,BUR,BWI,BZN,CAE,CAK,CDB,CDC,CDR,CDV,CEC,CEZ,CGI,CHA,CHO,CHS,CID,CIU,CKB,CLE,CLL,CLT,CMH,CMI,CMX,CNM,CNY,COD,COS,COU,CPR,CPX,CRP,CRW,CSG,CVG,CVN,CWA,CYF,CYS,DAB,DAL,DAY,DBQ,DCA,DDC,DEC,DEN,DFW,DHN,DIK,DLG,DLH,DRO,DRT,DSM,DTW,DUJ,DUT,DVL,EAR,EAT,EAU,ECP,EGE,EKO,ELD,ELM,ELP,ENA,ERI,ESC,EUG,EVV,EWN,EWR,EYW,FAI,FAR,FAT,FAY,FCA,FKL,FLG,FLL,FLO,FNT,FSD,FSM,FWA,GAL,GCC,GCK,GDV,GEG,GFK,GGG,GGW,GJT,GLH,GNV,GPT,GRB,GRI,GRK,GRR,GSO,GSP,GTF,GTR,GUC,GUM,HDN,HGR,HHH,HIB,HLN,HNL,HNM,HOB,HOM,HOT,HOU,HPN,HRL,HRO,HSV,HTS,HVN,HVR,HYA,HYS,IAD,IAG,IAH,ICT,IDA,ILM,IMT,IND,INL,IPL,IPT,IRK,ISN,ISP,ITH,ITO,JAC,JAN,JAX,JFK,JHM,JLN,JMS,JNU,JST,KOA,KTN,LAN,LAR,LAS,LAW,LAX,LBB,LBE,LBF,LBL,LCH,LCK,LEB,LEX,LFT,LGA,LGB,LIH,LIT,LNK,LNS,LNY,LRD,LSE,LWB,LWS,LYH,MAF,MAZ,MBS,MCE,MCI,MCK,MCO,MDT,MDW,MEI,MEM,MFE,MFR,MGM,MGW,MHK,MHT,MIA,MKE,MKG,MKK,MKT,MLB,MLI,MLU,MMH,MOB,MOT,MQT,MRY,MSL,MSN,MSO,MSP,MSS,MSY,MTJ,MVY,MWA,MYR,OAJ,OAK,OGD,OGG,OGS,OKC,OLF,OMA,OME,ONT,OOK,ORD,ORF,ORH,OTH,OTZ,OWB,PAE,PAH,PBG,PBI,PDT,PDX,PGA,PGD,PGV,PHF,PHL,PHX,PIA,PIB,PIE,PIH,PIR,PIT,PKB,PLN,PNS,PPG,PQI,PRC,PSC,PSE,PSG,PSM,PSP,PUB,PUW,PVC,PVD,PVU,PWM,RAP,RDD,RDM,RDU,RFD,RHI,RIC,RIW,RKD,RKS,RNO,ROA,ROC,ROW,RST,RSW,RUT,SAF,SAN,SAT,SAV,SBA,SBN,SBP,SBY,SCC,SCE,SCK,SDF,SDP,SDY,SEA,SFB,SFO,SGF,SGU,SHD,SHH,SHR,SHV,SIT,SJC,SJT,SJU,SLC,SLK,SLN,SMF,SMX,SNA,SOW,SPI,SPN,SPS,SRQ,STC,STL,STS,STT,STX,SUN,SUX,SWF,SWO,SYR,TBN,TEX,TLH,TOL,TPA,TRI,TTN,TUL,TUP,TUS,TVC,TVF,TWF,TXK,TYR,TYS,UIN,USA,VCT,VDZ,VEL,VLD,VPS,VQS,WRG,WYS,XNA,XWA,YAK,YKM,YUM,GST,IWD,MCN
SJT,0,0,5,0,0,0,0,0,0,0,0,2,5,0,0,0,1,0,0,0,7,0,0,1,1,21,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,5,1,1,0,0,0,0,0,1,11,5,4,1,0,0,0,0,0,0,5,3,2,2,16,2,1,1,0,0,0,0,0,0,0,2,1,7,2,0,0,2,0,8,4,0,0,0,0,0,7,2,0,0,0,0,0,3,0,0,0,0,0,0,3,0,12,0,0,23,23,0,0,0,0,0,0,3,10,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,2,2,0,1,1,5,6,0,2,0,1,2,0,0,3,1,1,0,0,0,0,6,0,0,0,4,0,0,1,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,1,0,0,0,1,0,0,0,7,0,6,5,0,4,0,4,0,0,1,0,0,0,0,0,2,5,4,0,0,0,0,0,0,0,0,1,0,23,0,9,0,0,0,0,2,0,0,1,0,2,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,7,0,20,2,0,0,0,1,0,3,0,0,0,7,7,0,0,0,0,1,0,0,1,0,0,8,0,1,2,14,0,5,1,0,0,1,2,0,0,1,0,1,0,9,0,8,0,8,10,0,0,0,0,0,0,0,4,0,10,0,0,0,0,8,19,1,0,0,0,0,12,0,0,14,0,0,0,1,0,0,0,1,0,0,0,2,0,0,6,0,0,12,0,0,6,0,0,0,5,1,1,0,0,3,0,0,17,0,5,1,2,1,1,0,0,0,3,0,0,24,0,6,8,0,0,0,0,2,0,1,0,2,18,1,0,11,0,7,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,7,0,4,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0
SJU,2,2,28,0,0,1,1,0,23,0,0,0,5,0,0,47,0,0,0,6,12,0,0,2,1,1287,2,0,0,313,5,1,0,1,1038,0,0,0,2,0,0,5,2,38,2,9,0,0,0,0,0,2,217,6,2478,1,0,0,0,1,0,0,8,2,236,0,1190,5,21,3,0,0,0,0,0,0,0,4,5,54,13,0,0,429,3,387,182,2,0,0,0,0,9,0,0,0,10,6,1,102,0,1,0,0,1,90,16,0,364,0,0,246,732,0,0,0,0,3,0,56,274,0,0,0,0,0,1,9,1,0,0,0,72,0,3,0,0,5,3,5779,3,3,8,11,6,3,0,2,2042,0,4,10,1,4,0,0,4,0,5,1,0,0,1,0,1,11,17,1,10,35,10,27,0,1,1,0,0,0,0,0,0,17,0,0,0,0,91,0,17,0,8,0,1,0,0,0,53,0,507,15,0,6,0,145,0,1,0,0,0,2,1,0,1,11,64,2888,0,2,0,1,0,1,0,2,0,151,2,335,12,2,0,0,2,0,0,6,4,131,0,0,19,0,0,0,8,4,0,0,2,17,0,1,0,108,0,7696,14,128,0,36,15,2,0,0,2,6,1375,157,0,0,0,2,4,1,0,3,2,1,1,0,15,0,227,0,241,0,0,0,19,5,2,0,0,0,76,0,29,0,30,0,1144,94,0,0,0,0,0,0,0,2,0,55,0,0,1,3,3910,136,0,0,0,0,0,124,0,0,35,0,0,0,0,0,0,0,2,0,0,0,34,0,7,4,1,0,487,0,0,101,0,0,0,14,5,201,1,1,5,0,0,72,143,36,0,4,1,0,0,6,0,58,0,0,113,0,159,18,0,0,0,0,6,0,10,1,0,71,0,0,33,0,15,0,0,0,0,0,0,120,0,130,2,0,1,0,0,96,0,0,10,1,1527,3,2,75,0,33,8,0,0,1,1,11,0,0,0,0,0,0,2,0,0,0,10,0,0,0,2,0,0,0
SLC,39,21,303,5,7,2,10,11,0,0,9,17,52,0,6,116,1,1,0,66,675,0,3,0,12,1886,57,3,0,939,63,31,0,16,176,2,0,2,26,0,5,18,0,182,135,54,16,23,0,12,0,28,758,275,1139,11,6,0,11,26,1,36,64,71,97,307,1098,87,113,28,0,42,1,4,0,0,0,74,81,239,93,2,0,409,12,694,402,10,1,0,0,32,196,12,67,0,42,52,7,570,0,22,0,0,38,559,90,3,801,1,0,3251,2721,14,4,1,34,3,7,198,929,0,0,0,2,10,1,125,2,14,0,9,194,0,15,3,250,28,10,568,38,154,62,303,51,251,0,11,462,4,16,85,11,68,0,2,3,0,631,25,10,0,55,0,53,40,77,3,23,285,145,150,71,7,2,5,0,0,33,11,35,300,0,0,0,0,441,1,25,0,122,2,0,0,0,3,403,0,1616,134,25,96,5,512,0,0,0,0,0,3,7,4,54,56,319,951,0,27,0,145,1,40,105,22,1,2546,1,3211,94,0,7,4,22,0,1,86,37,122,1120,23,180,12,0,0,20,22,0,101,11,108,0,10,0,733,0,1535,123,566,2,308,53,213,37,0,4,95,359,300,2,0,0,24,53,23,0,55,42,20,16,0,142,121,1245,0,430,0,0,3,125,52,831,0,51,2,399,0,391,3,827,0,1336,283,2,2,4,0,2,3,1,169,0,1804,0,0,2,8,688,4062,25,0,0,28,2,381,0,21,185,0,0,1,209,0,19,0,100,0,1,0,85,0,147,54,18,142,708,0,11,307,0,0,0,499,79,70,8,29,213,0,0,2286,754,134,61,44,58,5,0,30,0,278,0,0,2364,0,1560,129,214,0,0,0,63,19,710,16,65,0,0,1,1105,0,918,0,10,1,8,60,0,863,10,36,5,22,4,0,2,79,1,0,66,2,710,58,0,350,0,328,43,0,25,15,17,201,0,0,0,0,0,7,151,0,2,37,147,15,7,4,10,9,1,0
SLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMF,12,19,197,10,4,2,9,2,0,0,12,31,45,0,3,70,1,0,7,52,336,0,1,2,9,939,30,4,1,621,46,16,0,5,120,3,0,2,1,0,0,7,0,129,98,20,3,1,1,19,0,12,740,426,374,1,4,0,4,11,1,15,47,14,48,1281,526,95,76,17,0,4,0,5,0,0,0,48,20,131,48,5,1,254,12,581,235,2,5,0,3,24,68,11,22,0,39,32,3,167,0,15,0,0,18,672,64,0,248,3,0,2525,1210,6,5,0,13,23,7,161,502,0,0,0,4,12,1,67,1,1,0,2,202,0,9,0,42,22,19,223,11,44,40,1,37,117,0,15,226,2,26,81,10,26,0,9,1,0,502,7,8,0,38,0,15,43,26,4,25,203,72,142,36,3,2,4,1,0,8,3,30,156,0,0,0,0,498,1,11,0,52,5,1,0,0,2,214,0,428,116,39,43,0,397,0,0,2,0,0,6,2,17,48,47,228,203,0,16,5,47,0,36,56,8,6,4425,8,2367,68,0,9,2,6,0,0,55,26,208,1088,21,159,16,0,0,5,14,0,13,17,54,0,6,0,472,0,711,56,525,0,202,26,13,15,0,11,54,266,282,1,0,0,12,27,18,0,47,27,5,0,0,63,90,895,0,268,11,1,0,34,31,0,0,45,0,397,0,271,2,2024,0,594,173,0,3,0,2,0,4,1,48,0,2150,2,0,3,20,466,2550,11,0,0,19,2,226,0,3,108,0,1,2,62,0,8,0,52,0,16,0,33,0,62,70,0,53,391,0,7,118,3,0,1,0,22,41,4,7,139,0,9,4424,570,77,16,35,7,4,0,9,0,162,0,0,2609,0,3,97,29,0,0,3,31,26,0,13,35,1157,0,3,0,0,2326,0,7,0,8,56,0,595,0,15,2,8,1,1,2,50,0,1,19,4,505,21,0,306,0,207,25,0,16,6,7,83,0,0,0,0,0,4,74,0,3,12,68,4,4,14,19,4,0,0
SMX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNA,14,6,133,1,0,1,19,27,0,0,6,5,12,0,0,40,3,0,10,20,82,0,4,0,42,480,31,1,0,405,31,17,0,14,88,0,0,0,0,0,0,2,0,97,34,17,3,1,0,19,0,9,469,508,249,2,3,0,1,10,0,5,28,11,54,0,177,94,37,14,0,2,0,0,0,1,0,35,12,79,39,0,0,169,18,396,226,7,0,0,3,13,61,18,7,0,18,13,0,151,0,17,0,0,11,228,45,1,198,0,1,2874,1314,4,6,0,12,32,1,117,268,0,0,3,2,8,0,21,2,2,0,0,94,0,0,0,140,20,2,158,2,16,40,1,7,146,0,23,107,0,21,59,8,49,0,1,4,0,452,6,5,0,32,0,7,20,34,12,11,147,46,84,16,0,6,1,9,0,4,3,16,25,0,0,0,0,150,3,12,0,37,1,1,0,0,0,125,0,630,85,34,31,0,326,1,0,0,0,0,0,3,0,67,47,105,91,0,11,0,8,0,3,23,15,2,1447,8,0,40,0,8,1,15,0,0,50,22,176,0,0,77,3,0,0,0,16,0,6,7,43,0,2,0,276,0,220,30,113,3,124,20,120,6,0,6,9,87,184,3,0,0,5,23,9,0,22,11,10,6,0,76,91,343,1,132,10,0,0,25,6,1320,0,8,3,263,0,224,0,0,0,845,109,0,13,0,1,21,1,0,54,1,1590,0,0,0,0,408,2173,19,1,0,7,3,199,0,3,60,0,0,0,40,0,0,0,0,1,7,0,15,0,36,60,10,102,256,0,12,79,1,0,3,189,19,20,6,6,90,0,4,0,291,46,0,54,1,3,0,11,0,85,0,1,2285,0,1059,61,20,1,0,3,24,12,1584,6,14,868,0,1,2315,0,0,0,7,1,7,14,0,356,100,0,0,28,4,0,1,15,0,0,13,6,261,10,0,184,0,85,56,0,17,9,12,93,0,0,0,0,1,2,55,0,1,9,81,1,0,4,0,0,0,0
SOW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPI,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,13,1,0,0,0,1,0,0,3,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,4,0,0,1,0,0,0,0,1,0,1,0,8,0,0,15,106,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,7,1,0,2,1,0,0,0,1,6,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,2,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,14,1,17,1,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,2,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,6,0,0,0,0,0,0,0,0,0,7,0,1,0,6,0,0,1,0,0,0,0,0,0,0,5,0,7,0,163,0,0,4,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,7,0,1,15,14,3,1,0,0,0,0,0,0,0,0,0,15,0,5,0,1,0,0,0,1,0,4,0,0,10,0,0,6,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,6,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPS,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,7,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,1,7,4,3,0,0,0,0,0,0,0,2,2,1,0,8,2,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,2,0,10,2,0,0,0,0,0,2,1,0,0,4,0,0,3,0,0,0,0,0,0,1,0,5,0,0,7,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,2,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,9,0,4,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,0,1,0,0,1,0,0,0,0,5,0,4,1,0,0,2,1,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,1,0,0,2,4,0,0,0,0,0,0,2,0,6,0,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,11,4,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,2,0,0,0,2,0,2,0,0,1,0,0,10,3,1,2,1,0,0,0,0,0,5,0,0,11,0,3,0,0,0,0,0,0,0,2,0,0,7,0,0,10,0,6,0,0,0,0,0,0,4,1,0,0,0,2,0,0,1,0,0,0,1,2,0,0,1,0,7,1,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
SRQ,59,1,12,0,0,1,1,0,0,0,0,3,11,0,0,21,0,0,0,4,10,0,0,0,3,373,9,0,0,63,174,13,0,0,56,0,0,0,2,0,0,6,0,50,3,0,1,0,1,0,158,8,68,8,102,1,0,0,1,1,0,0,11,23,27,2,259,5,12,48,0,0,0,0,0,0,0,31,23,34,11,0,0,308,0,162,133,3,1,0,0,1,18,0,0,0,1,10,0,968,0,2,0,0,0,5,62,1,223,0,0,81,177,1,0,0,4,3,1,67,62,0,0,0,0,0,2,3,0,0,0,0,3,0,12,0,4,28,2,196,0,0,4,2,9,2,0,2,0,2,88,11,3,89,0,0,0,0,9,3,0,0,2,0,0,4,9,2,3,258,33,38,0,3,0,0,0,0,4,0,0,3,0,0,0,0,12,4,1,0,15,5,2,0,0,0,40,0,27,26,1,25,0,522,0,0,2,0,0,0,0,0,11,14,0,23,0,5,0,0,0,0,0,0,0,50,0,98,3,0,0,0,0,222,0,29,5,57,0,0,28,1,0,0,0,4,0,1,7,1,0,5,0,63,0,0,178,0,0,50,2,1,5,0,1,15,0,54,0,0,0,0,11,2,0,6,0,3,3,0,26,2,113,0,14,0,0,0,18,6,0,0,0,0,38,0,52,0,9,0,336,39,0,0,0,0,0,0,0,0,0,68,0,0,4,5,154,95,11,0,0,2,0,433,0,1,25,0,0,0,1,0,0,0,0,0,0,0,27,0,61,8,0,2,71,11,1,143,0,0,0,5,23,27,0,3,0,0,2,49,36,7,2,38,0,18,0,2,0,82,0,0,82,0,80,20,2,0,0,0,8,0,5,1,0,61,0,0,62,0,17,0,0,0,0,0,0,59,0,2,0,1,1,0,1,67,0,0,0,3,0,14,0,31,0,9,7,0,1,0,0,143,0,0,0,0,0,0,7,0,0,0,21,0,0,0,1,0,0,0
