,ABE,ABI,ABQ,ABR,ABY,ACK,ACT,ACV,ACY,ADK,ADQ,AEX,AGS,AIA,AKN,ALB,ALO,ALS,ALW,AMA,ANC,AOO,APN,ART,ASE,ATL,ATW,ATY,AUG,AUS,AVL,AVP,AZA,AZO,BDL,BET,BFD,BFF,BFL,BFM,BGM,BGR,BHB,BHM,BIL,BIS,BJI,BKG,BKW,BLI,BLV,BMI,BNA,BOI,BOS,BPT,BQK,BQN,BRD,BRO,BRW,BTM,BTR,BTV,BUF,BUR,BWI,BZN,CAE,CAK,CDB,CDC,CDR,CDV,CEC,CEZ,CGI,CHA,CHO,CHS,CID,CIU,CKB,CLE,CLL,CLT,CMH,CMI,CMX,CNM,CNY,COD,COS,COU,CPR,CPX,CRP,CRW,CSG,CVG,CVN,CWA,CYF,CYS,DAB,DAL,DAY,DBQ,DCA,DDC,DEC,DEN,DFW,DHN,DIK,DLG,DLH,DRO,DRT,DSM,DTW,DUJ,DUT,DVL,EAR,EAT,EAU,ECP,EGE,EKO,ELD,ELM,ELP,ENA,ERI,ESC,EUG,EVV,EWN,EWR,EYW,FAI,FAR,FAT,FAY,FCA,FKL,FLG,FLL,FLO,FNT,FSD,FSM,FWA,GAL,GCC,GCK,GDV,GEG,GFK,GGG,GGW,GJT,GLH,GNV,GPT,GRB,GRI,GRK,GRR,GSO,GSP,GTF,GTR,GUC,GUM,HDN,HGR,HHH,HIB,HLN,HNL,HNM,HOB,HOM,HOT,HOU,HPN,HRL,HRO,HSV,HTS,HVN,HVR,HYA,HYS,IAD,IAG,IAH,ICT,IDA,ILM,IMT,IND,INL,IPL,IPT,IRK,ISN,ISP,ITH,ITO,JAC,JAN,JAX,JFK,JHM,JLN,JMS,JNU,JST,KOA,KTN,LAN,LAR,LAS,LAW,LAX,LBB,LBE,LBF,LBL,LCH,LCK,LEB,LEX,LFT,LGA,LGB,LIH,LIT,LNK,LNS,LNY,LRD,LSE,LWB,LWS,LYH,MAF,MAZ,MBS,MCE,MCI,MCK,MCO,MDT,MDW,MEI,MEM,MFE,MFR,MGM,MGW,MHK,MHT,MIA,MKE,MKG,MKK,MKT,MLB,MLI,MLU,MMH,MOB,MOT,MQT,MRY,MSL,MSN,MSO,MSP,MSS,MSY,MTJ,MVY,MWA,MYR,OAJ,OAK,OGD,OGG,OGS,OKC,OLF,OMA,OME,ONT,OOK,ORD,ORF,ORH,OTH,OTZ,OWB,PAE,PAH,PBG,PBI,PDT,PDX,PGA,PGD,PGV,PHF,PHL,PHX,PIA,PIB,PIE,PIH,PIR,PIT,PKB,PLN,PNS,PPG,PQI,PRC,PSC,PSE,PSG,PSM,PSP,PUB,PUW,PVC,PVD,PVU,PWM,RAP,RDD,RDM,RDU,RFD,RHI,RIC,RIW,RKD,RKS,RNO,ROA,ROC,ROW,RST,RSW,RUT,SAF,SAN,SAT,SAV,SBA,SBN,SBP,SBY,SCC,SCE,SCK,SDF,SDP,SDY,SEA,SFB,SFO,SGF,SGU,SHD,SHH,SHR,SHV,SIT,SJC,SJT,SJU,SLC,SLK,SLN,SMF,SMX,SNA,SOW,SPI,SPN,SPS,SRQ,STC,STL,STS,STT,STX,SUN,SUX,SWF,SWO,SYR,TBN,TEX,TLH,TOL,TPA,TRI,TTN,TUL,TUP,TUS,TVC,TVF,TWF,TXK,TYR,TYS,UIN,USA,VCT,VDZ,VEL,VLD,VPS,VQS,WRG,WYS,XNA,XWA,YAK,YKM,YUM,GST,IWD,MCN
STC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STL,21,18,160,6,5,4,4,5,0,0,3,18,41,1,1,73,0,0,3,38,150,0,6,9,26,1890,16,0,0,697,38,31,0,10,162,1,2,0,33,0,4,48,0,42,57,19,3,0,0,6,0,0,355,176,643,2,8,0,1,15,0,6,34,45,65,153,933,108,82,19,0,0,0,1,0,3,0,27,34,348,1,4,2,445,12,523,252,0,2,0,9,8,84,0,9,0,42,13,6,37,0,9,0,0,68,1442,15,1,855,0,0,3511,861,10,1,0,19,23,3,108,721,0,0,2,0,2,4,666,14,6,0,5,115,0,7,0,30,0,19,425,99,46,29,103,40,107,0,18,763,7,11,39,5,10,0,6,9,0,209,12,3,0,27,0,28,39,38,0,15,109,73,126,41,3,8,4,5,0,78,0,10,100,0,0,0,0,1159,2,51,0,10,1,4,0,0,1,263,0,463,219,24,95,0,29,0,0,2,0,0,25,7,0,124,31,289,23,0,0,0,9,1,7,3,8,1,2444,14,1421,67,0,1,0,10,0,1,9,22,758,21,1,112,3,0,0,14,12,0,11,16,38,0,21,0,112,0,1866,55,493,0,1,15,60,17,0,0,115,259,263,0,0,0,26,3,5,0,54,16,7,13,0,17,61,836,0,392,20,6,0,138,59,290,0,6,0,261,0,368,1,310,0,401,321,1,1,2,0,1,0,2,132,0,589,1,0,7,21,749,1699,3,1,0,4,1,315,0,15,316,0,3,0,26,0,0,0,75,0,3,0,98,0,126,65,2,38,661,0,5,174,1,0,2,251,26,55,6,6,972,0,7,985,402,153,28,6,22,12,0,19,0,11,0,0,1126,0,334,0,22,0,0,3,20,1,406,5,109,845,0,1,593,0,369,0,0,1,3,57,0,0,8,71,8,7,3,3,1,69,0,0,27,3,1271,14,0,158,0,159,59,0,9,2,8,41,0,0,0,0,1,7,114,0,0,7,0,2,0,4,10,1,0,0
STS,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,29,0,0,0,0,5,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,8,35,12,0,0,0,0,0,0,0,2,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,8,7,0,0,0,0,0,0,3,0,0,1,1,0,1,0,0,0,0,0,0,1,0,9,0,0,24,82,0,0,0,0,3,0,8,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,7,0,3,1,0,0,9,0,2,1,0,0,2,0,2,0,0,0,0,43,0,1,0,4,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,14,2,0,4,0,6,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,5,0,0,4,0,0,11,0,222,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,13,0,25,0,0,0,6,1,4,0,0,0,1,1,5,0,0,0,0,2,0,0,2,0,0,0,0,2,15,20,0,5,0,0,0,0,0,0,0,0,0,4,0,4,0,7,0,16,2,0,0,0,0,0,2,0,1,0,130,0,0,0,0,11,163,0,0,0,0,0,4,0,0,3,0,0,0,7,0,1,0,5,0,2,0,0,0,2,1,0,6,3,0,0,0,0,0,0,0,0,1,0,0,5,0,0,360,11,1,14,0,0,0,0,0,0,1,0,0,272,0,2,3,1,0,0,0,0,0,0,0,1,5,0,0,0,0,94,0,0,0,1,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,4,1,0,3,0,20,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,3,2,0,0,0,0
STT,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,471,0,0,0,50,3,0,0,0,57,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,48,0,196,0,0,0,0,0,0,0,3,4,9,0,154,1,10,4,0,0,0,0,0,0,0,8,4,37,1,0,0,55,0,210,99,1,0,0,0,0,0,0,0,0,2,3,1,41,0,2,0,0,1,3,9,0,153,0,0,100,311,0,0,0,0,0,0,9,117,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,1,263,0,0,1,4,7,0,0,0,238,0,0,2,2,0,0,0,0,0,3,0,0,0,2,0,1,2,0,0,0,9,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,12,0,0,0,0,0,40,0,178,3,0,3,0,57,0,0,0,0,0,0,0,0,0,5,18,413,0,0,0,0,0,0,0,0,0,50,0,172,1,0,0,0,0,0,0,7,3,106,0,0,10,0,0,0,0,0,0,0,1,2,0,0,0,53,0,392,5,0,0,21,2,0,1,0,0,0,276,8,0,0,0,0,2,1,0,1,0,0,0,0,3,0,40,0,76,0,0,0,10,0,0,0,0,0,50,0,8,0,0,0,152,25,0,0,0,0,0,0,0,2,0,37,0,0,0,0,238,61,0,0,0,0,0,75,0,0,12,0,0,0,0,0,0,0,1,0,0,0,6,0,5,0,0,0,87,0,0,68,0,0,0,2,3,4,0,0,2,0,0,29,32,10,0,2,0,0,0,0,0,24,0,0,30,0,62,9,0,0,0,0,6,0,1,0,144,37,0,0,15,0,1,0,0,0,0,2,0,82,0,0,8,0,0,0,0,5,0,0,5,0,93,3,0,10,0,0,0,0,0,0,0,23,0,0,0,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0
STX,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,23,0,0,0,0,17,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,25,1,34,0,0,0,0,0,0,0,0,0,0,0,43,1,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,23,32,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,1,0,83,0,0,24,87,0,0,0,0,0,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78,0,0,1,1,0,1,0,0,157,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,109,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10,48,0,0,0,0,0,0,0,0,0,6,0,21,2,0,0,0,1,0,0,0,0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,125,0,0,0,8,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,75,1,0,0,0,1,0,0,0,0,9,0,2,0,0,0,34,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,36,3,0,0,0,0,0,18,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,22,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,24,2,0,0,0,0,0,0,0,11,0,0,11,0,12,2,0,0,0,0,1,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,52,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SUN,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,2,41,0,0,0,14,1,0,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,0,0,9,0,29,0,1,0,0,0,0,0,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,1,0,39,26,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,22,0,1,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,18,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,3,31,0,0,0,0,0,1,0,0,0,4,0,202,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,7,1,0,0,0,0,0,0,0,0,1,0,4,0,5,0,23,1,0,0,0,0,0,0,0,4,0,7,0,0,0,0,4,12,0,0,0,0,0,4,0,2,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,2,6,0,0,3,0,0,0,1,0,1,0,0,2,0,0,16,2,0,4,2,2,0,0,0,0,0,0,0,202,0,54,0,0,0,0,0,1,0,14,0,0,31,0,0,8,0,24,0,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUX,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,9,0,6,1,0,0,0,2,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,15,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,1,11,0,0,0,27,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,7,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,10,1,0,0,0,0,0,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,1,0,1,0,0,0,4,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,12,2,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,1,0,0,0,0,4,0,0,4,1,2,0,0,0,0,0,0,0,3,0,0,8,0,5,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0,0,2,1,8,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
SWF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,7,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,11,11,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,111,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,3,0,2,0,80,0,1,0,13,0,0,138,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,3,58,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,2,3,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,3,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,2,0,0,1,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,6,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,5,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,2,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,6,0,1,0,1,1,0,0,0,0,1,0,0,13,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,6,0,4,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,5,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
SYR,0,5,18,0,0,3,0,0,0,0,1,6,13,0,0,0,0,0,0,5,26,0,0,0,8,238,7,0,0,80,16,0,0,6,0,0,0,0,1,0,0,1,0,21,11,1,0,0,0,0,0,4,136,27,31,2,0,0,1,0,0,0,7,0,0,5,1,27,22,1,0,0,0,0,0,0,0,10,7,37,8,0,0,10,1,203,17,3,2,0,0,1,19,3,2,0,6,4,0,27,0,7,0,0,27,1,16,0,65,0,0,449,139,4,0,0,4,6,0,16,122,0,0,0,0,0,0,15,1,0,0,0,27,0,0,1,7,4,5,0,8,3,8,6,21,13,0,2,172,3,0,11,2,3,0,1,0,0,13,0,0,0,4,0,10,3,9,1,6,21,20,50,3,1,0,1,5,0,4,0,0,14,0,0,0,0,11,0,4,0,15,2,0,0,0,1,87,0,117,10,2,25,0,38,0,0,0,0,0,0,0,1,24,7,72,79,0,0,0,1,0,2,1,4,2,125,1,257,1,0,0,0,1,0,0,12,2,0,0,0,15,2,0,0,1,4,0,0,3,8,0,5,0,53,0,340,1,0,1,26,7,11,9,0,1,2,62,18,0,0,0,11,10,2,0,8,0,0,1,0,14,4,131,0,42,6,0,0,103,24,1,0,2,0,29,0,29,0,15,0,221,33,0,0,0,0,0,0,0,82,0,107,0,0,1,6,18,176,4,0,211,2,0,9,0,2,34,0,0,0,2,0,0,0,4,0,0,0,2,0,2,13,0,4,91,0,0,23,0,0,0,16,2,0,1,6,78,0,1,91,46,36,3,7,6,0,0,0,0,29,0,0,175,112,129,16,1,0,0,0,8,0,7,1,96,74,0,0,42,0,20,0,0,0,1,72,0,69,3,2,2,0,4,0,0,0,0,0,13,1,107,3,0,20,0,25,7,1,0,0,0,26,1,0,2,0,0,1,15,0,0,0,6,0,0,0,4,0,0,0
TBN,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLH,3,5,6,0,0,0,3,0,0,0,2,2,0,0,0,8,0,0,0,7,16,0,0,0,1,79,4,0,0,43,13,4,0,0,26,0,0,0,2,0,0,4,0,5,10,9,2,0,0,0,0,6,32,11,55,0,0,0,0,2,0,0,0,4,9,3,59,31,9,5,0,0,0,0,0,0,0,7,3,5,3,1,0,32,5,110,40,2,0,0,0,0,17,1,0,0,2,5,0,22,0,1,0,0,0,2,14,0,46,0,0,134,140,0,0,0,0,3,1,14,64,0,0,0,0,0,0,0,4,0,0,0,10,0,2,0,5,7,2,48,30,2,5,18,9,18,0,1,75,1,5,10,2,2,0,0,1,0,7,0,0,0,4,0,0,3,2,1,4,17,28,9,2,0,0,0,0,0,0,0,0,4,0,0,0,0,16,0,0,0,1,1,0,0,0,0,9,0,39,2,1,9,0,37,0,0,0,0,0,0,0,0,16,3,0,30,0,1,0,0,0,0,0,0,0,92,1,64,5,0,0,0,3,0,0,6,1,53,0,0,7,0,0,0,0,0,0,0,1,7,0,1,0,29,0,1,11,0,0,25,6,3,0,0,0,5,236,26,0,0,0,0,3,3,0,0,3,1,0,0,12,5,66,0,5,2,1,0,8,4,0,0,0,0,20,0,22,0,9,0,82,26,0,0,0,0,0,0,0,23,0,36,0,0,2,5,52,43,5,0,0,2,0,45,0,2,0,0,0,0,4,0,0,0,2,0,0,0,6,0,13,8,0,3,46,0,1,23,0,0,0,13,10,5,0,2,0,0,0,38,29,3,1,8,1,5,0,4,0,21,0,0,68,0,40,9,0,0,0,0,5,0,13,1,5,62,0,0,24,0,14,0,2,0,0,0,0,31,0,7,0,0,2,0,1,14,0,0,0,2,0,10,0,16,0,15,7,0,1,1,1,11,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
